CODE,TITLE,DATE
XFOR3,X-FORCE VOL. 3,2008-2010
XFOR4,X-FORCE VOL. 4,2014-2015
XFOR5,X-FORCE VOL. 5,2019
XFOR&C,X-FORCE & CABLE,1995-97
XFOR/C:MW,X-FORCE/CABLE: MESSIAH WAR,2009
XFOR/CHMPS,X-FORCE/CHAMPIONS,1998
XFOR/YOUNGBLOOD,X-FORCE/YOUNGBLOOD,1996
XFOR:AND,X-FORCE: AIN'T NO DOG,2008
XFOR:S&V,X-FORCE: SEX & VIOLENCE,2010
XFOR:SRSTAR,X-FORCE: SHATTERSTAR,2005
XFVR,X-MEN FOREVER,2001
XG,X-MEN GOLD,2014
XGS,X-MEN GIANT-SIZE,2011
XINF,X-INFERNUS,2009
XM,X-MAN,1995-2001
XM/IH,X-MAN/INCREDIBLE HULK,1998
XM:ASD,X-MAN: ALL SAINTS DAY,1997
XN2099,X-NATION 2099,1996
XNEC,X-NECROSHA,2009
XNEC:G,X-NECROSHA: GATHERING,2010
XNOIR,X-MEN NOIR,2009
XNOIR:CAIN,X-MEN NOIR: MARK OF CAIN,2010
XO:COL,X-MEN ORIGINS: COLOSSUS,2008
XO:CY,X-MEN ORIGINS: CYCLOPS,2010
XO:DP,X-MEN ORIGINS: DEADPOOL,2010
XO:EFROST,X-MEN ORIGINS: EMMA FROST,2010
XO:GAM,X-MEN ORIGINS: GAMBIT,2008
XO:ICE,X-MEN ORIGINS: ICEMAN,2010
XO:JG,X-MEN ORIGINS: JEAN GREY,2008
XO:SABRE,X-MEN ORIGINS: SABRETOOTH,2009
XO:W,X-MEN ORIGINS: WOLVERINE,2009
XPAT,X-PATROL,1996
XPRIME,X-MEN PRIME,2017
XSE,XSE,1996-1997
XSOSJAM,X-MEN SPOTLIGHT ON STARJAMMERS,1990
XSTATIX,X-STATIX,2002-2004
XSTATIXP:DGIRL,X-STATIX PRESENTS: DEAD GIRL,2006
XTERM,X-TERMINATORS,1988-1989
XTERMNTN,X-TERMINATION,2013
XU,X-MEN UNLIMITED,1993-2003
XU2,X-MEN UNLIMITED VOL. 2,2004-2006
XV.A,X-MEN VS. AVENGERS,1987
XV.AOATLAS,X-MEN VS. AGENTS OF ATLAS,2009-2010
XV.BROOD,X-MEN VS. BROOD,1996
XV.H,X-MEN VS. HULK,2009
XW,X-WOMEN,2010
XX,X-TREME X-MEN,2001-2004
XX2,X-TREME X-MEN VOL. 2,2012-2013
XX:SL,X-TREME X-MEN: SAVAGE LAND,2001-2002
XXX,X-TREME X-MEN: X-POSE,2003
YA,YOUNG AVENGERS,2005-2006
YA2,YOUNG AVENGERS VOL. 2,2013-2014
YA SPEC,YOUNG AVENGERS SPECIAL,2006
YALLIES,YOUNG ALLIES,2010-2011
YALLIESC,YOUNG ALLIES COMICS,1941-1946
YALLIESC70A,YOUNG ALLIES COMICS 70TH ANNIVERSARY SPECIAL,2009
YAP,YOUNG AVENGERS PRESENTS,2008
YC,YELLOW CLAW,1956-1957
YMEN,YOUNG MEN,1950-1954
YOFP,YEARS OF FUTURE PAST,2015
YOUNGBLOOD2,YOUNGBLOOD VOL. 2,1995-1996
YOUNGBLOOD/XFOR,YOUNGBLOOD/X-FORCE,1996
YX,YOUNG X-MEN,2008-2009
ZPSSC2,ZIGGY PIG-SILLY SEAL COMICS VOL. 2,2019
